Reference,Habitat.Type,Management.Method,Management.Intensity,Duration.of.treatment..years.,Years.since.Treatment..if.applicable.,Significant.,Alpha,Management.Effect.Type,Ecosystem.element.assessed..soil.plant.microbe.fungi.fauna.,Endpoint,Measurement.Unit,Endpoint.Modifier,Magnitude.or.degree.of.change,Magnitude.or.degree.of.change..text.,Response..Measurement,Response.Number.of.Observations,Response.Standard.Deviation,Control.Reference.Measurement,Control.Number.of.Observations,Control.Standard.Deviation,general.area,Location
FFS Data - Southern Sierra Nevada,Forest,Prescribed Burn,,,1,,,community composition,Plant,simpson diversity,,,9.90%,Increase,0.296666682,3,0.02081666,0.36000001,3,0.055677645,PNW, CA
FFS Data - Southern Sierra Nevada,Forest,Prescribed Burn,,,2,,,community composition,Plant,simpson diversity,,,3.81%,Increase,0.273333311,3,0.133166566,0.30000001,3,0.051961523,PNW, CA
FFS Data - Southern Sierra Nevada,Forest,Prescribed Burn,,,3,,,community composition,Plant,simpson diversity,,,-8.45%,Decrease,0.36833334,6,0.05492419,0.31,3,0.060827624,PNW, CA
FFS Data - Southwestern Plateau,Forest,Prescribed Burn,,,1,,,community composition,Plant,simpson diversity,,,17.44%,Increase,0.326666653,3,0.065064073,0.42666668,3,0.073711149,SW, AZ
FFS Data - Southwestern Plateau,Forest,Thinning,,,1,,,community composition,Plant,simpson diversity,,,30.23%,Increase,0.25333333,3,0.02081666,0.42666668,3,0.073711149,SW, AZ
FFS Data - Southern Rocky Mountains,Forest,Prescribed Burn,,,1,,,community composition,Plant,simpson diversity,,,11.11%,Increase,0.300000012,1,,0.37000001,1,,SW, NM
FFS Data - Southern Rocky Mountains,Forest,Thinning,,,1,,,community composition,Plant,simpson diversity,,,-69.84%,Decrease,0.810000002,1,,0.37000001,1,,SW, NM
FFS Data - Central Appalachian Plateau,Forest,Prescribed Burn,,,1,,,community composition,Plant,simpson diversity,,,15.30%,Increase,0.296666682,3,0.02081666,0.38999999,3,0.036055513,MW,OH
FFS Data - Central Appalachian Plateau,Forest,Thinning,,,1,,,community composition,Plant,simpson diversity,,,5.46%,Increase,0.356666684,3,0.05033223,0.38999999,3,0.036055513,MW,OH
FFS Data - Southeastern Piedmont,Forest,Prescribed Burn,,,1,,,community composition,Plant,simpson diversity,,,12.79%,Increase,0.478333354,6,0.082804993,0.53749999,4,0.093941472,SE, SC
FFS Data - Southeastern Piedmont,Forest,Prescribed Burn,,,3,,,community composition,Plant,simpson diversity,,,5.90%,Increase,0.446666658,3,0.025166115,0.47750002,4,0.087702148,SE, SC
FFS Data - Southeastern Piedmont,Forest,Thinning,,,1,,,community composition,Plant,simpson diversity,,,-3.70%,Decrease,0.523333341,3,0.058594652,0.505,2,0.134350285,SE, SC
FFS Data - Southeastern Piedmont,Forest,Thinning,,,3,,,community composition,Plant,simpson diversity,,,18.60%,Increase,0.436666667,3,0.05033223,0.52500001,2,0.106066018,SE, SC
FFS Data - Southeastern Piedmont,Forest,Thinning,,,5,,,community composition,Plant,simpson diversity,,,16.50%,Increase,0.423333347,3,0.086216778,0.505,2,0.063639611,SE, SC
FFS Data - Florida Coastal Plain,Forest,Prescribed Burn,,,1,,,community composition,Plant,simpson diversity,,,-18.22%,Decrease,0.631999999,5,0.091487706,0.55000001,2,0.042426407,SE,FL
FFS Data - Florida Coastal Plain,Forest,Prescribed Burn,,,2,,,community composition,Plant,simpson diversity,,,-33.33%,Decrease,0.680000007,5,0.0484768,0.52000001,1,,SE,FL
FFS Data - Florida Coastal Plain,Forest,Prescribed Burn,,,3,,,community composition,Plant,simpson diversity,,,-25.00%,Decrease,0.669999987,4,0.031622775,0.56,1,,SE,FL
FFS Data - Florida Coastal Plain,Forest,Prescribed Burn,,,4,,,community composition,Plant,simpson diversity,,,-6.45%,Decrease,0.710000008,1,,0.69,1,,SE,FL
FFS Data - Gulf Coastal Plain,Forest,Prescribed Burn,,,1,,,community composition,Plant,simpson diversity,,,-12.80%,Decrease,0.636666656,3,0.035118844,0.58333334,3,0.051316015,SE, AL
FFS Data - Gulf Coastal Plain,Forest,Prescribed Burn,,,2,,,community composition,Plant,simpson diversity,,,-9.17%,Decrease,0.636666656,3,0.035118844,0.59999999,3,0.029999999,SE, AL
FFS Data - Gulf Coastal Plain,Forest,Thinning,,,1,,,community composition,Plant,simpson diversity,,,0.00%,Decrease,0.583333343,3,0.096090235,0.58333334,3,0.051316015,SE, AL
FFS Data - Gulf Coastal Plain,Forest,Thinning,,,2,,,community composition,Plant,simpson diversity,,,0.83%,Increase,0.596666664,3,0.101159938,0.59999999,3,0.029999999,SE, AL
FFS Data - Southern Appalachian Mts.,Forest,Prescribed Burn,,,1,,,community composition,Plant,simpson diversity,,,23.36%,Increase,0.436666667,3,0.005773503,0.54333332,3,0.070237689,SE, NC
FFS Data - Southern Appalachian Mts.,Forest,Prescribed Burn,,,3,,,community composition,Plant,simpson diversity,,,20.00%,Increase,0.439999998,3,0.036055513,0.53333333,3,0.081445277,SE, NC
FFS Data - Southern Appalachian Mts.,Forest,Thinning,,,1,,,community composition,Plant,simpson diversity,,,-4.38%,Decrease,0.563333333,3,0.045092497,0.54333332,3,0.070237689,SE, NC
FFS Data - Southern Appalachian Mts.,Forest,Thinning,,,3,,,community composition,Plant,simpson diversity,,,-3.57%,Decrease,0.550000012,3,,0.53333333,3,0.081445277,SE, NC
FFS Data - Northern Rocky Mountains,Forest,Prescribed Burn,,,1,,,community composition,Plant,shannon diversity,,,-3.13%,Decrease,0.569259964,3,0.25106439,0.55147057,3,0.076376259,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Prescribed Burn,,,2,,,community composition,Plant,shannon diversity,,,-0.37%,Decrease,0.556586285,3,0.211266026,0.55452867,3,0.072341785,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Prescribed Burn,,,3,,,community composition,Plant,shannon diversity,,,0.55%,Increase,0.549450534,3,0.236431807,0.55248621,3,0.075498343,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Thinning,,,1,,,community composition,Plant,shannon diversity,,,4.78%,Increase,0.526315796,3,0.180277571,0.55147057,3,0.076376259,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Thinning,,,2,,,community composition,Plant,shannon diversity,,,5.91%,Increase,0.523560218,3,0.138924435,0.55452867,3,0.072341785,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Thinning,,,3,,,community composition,Plant,shannon diversity,,,7.18%,Increase,0.515463902,3,0.151327461,0.55248621,3,0.075498343,MW, MT
FFS Data - Southern Cascades,Forest,Prescribed Burn,,,1,,,community composition,Plant,shannon diversity,,,#DIV/0!,#DIV/0!,-1.6666666,3,0.088881947,,,,PNW, CA
FFS Data - Southern Cascades,Forest,Prescribed Burn,,,2,,,community composition,Plant,shannon diversity,,,4.47%,Increase,-1.604278071,3,0.217332304,-1.6759776,3,0.120968312,PNW, CA
FFS Data - Southern Cascades,Forest,Thinning,,,2,,,community composition,Plant,shannon diversity,,,4.47%,Increase,-1.604278071,3,0.167729944,-1.6759776,3,0.120968312,PNW, CA
FFS Data - Southern Sierra Nevada,Forest,Prescribed Burn,,,1,,,community composition,Plant,shannon diversity,,,-18.78%,Decrease,1.874999903,3,0.030550504,1.52284257,3,0.106926769,PNW, CA
FFS Data - Southern Sierra Nevada,Forest,Prescribed Burn,,,2,,,community composition,Plant,shannon diversity,,,-6.88%,Decrease,2.013422805,3,0.266333133,1.8749999,3,0.089628868,PNW, CA
FFS Data - Southern Sierra Nevada,Forest,Prescribed Burn,,,3,,,community composition,Plant,shannon diversity,,,18.24%,Increase,1.492537276,6,0.120498963,1.76470589,3,0.11015141,PNW, CA
FFS Data - Southwestern Plateau,Forest,Prescribed Burn,,,1,,,community composition,Plant,shannon diversity,,,24.56%,Increase,0.609756103,3,0.211660102,0.75949364,3,0.19218047,SW, AZ
FFS Data - Southwestern Plateau,Forest,Thinning,,,1,,,community composition,Plant,shannon diversity,,,35.44%,Increase,0.560747673,3,0.075718775,0.75949364,3,0.19218047,SW, AZ
FFS Data - Southern Rocky Mountains,Forest,Prescribed Burn,,,1,,,community composition,Plant,shannon diversity,,,9.40%,Increase,0.613496934,1,,0.67114094,1,,SW, NM
FFS Data - Southern Rocky Mountains,Forest,Thinning,,,1,,,community composition,Plant,shannon diversity,,,-67.11%,Decrease,2.040816285,1,,0.67114094,1,,SW, NM
FFS Data - Central Appalachian Plateau,Forest,Prescribed Burn,,,1,,,community composition,Plant,shannon diversity,,,25.19%,Increase,0.616016426,3,0.096090235,0.77120825,3,0.106926769,MW,OH
FFS Data - Central Appalachian Plateau,Forest,Thinning,,,1,,,community composition,Plant,shannon diversity,,,6.68%,Increase,0.722891571,3,0.145716622,0.77120825,3,0.106926769,MW,OH
FFS Data - Southeastern Piedmont,Forest,Prescribed Burn,,,1,,,community composition,Plant,shannon diversity,,,18.12%,Increase,0.953895114,6,0.237774402,1.12676058,4,0.215154976,SE, SC
FFS Data - Southeastern Piedmont,Forest,Prescribed Burn,,,3,,,community composition,Plant,shannon diversity,,,21.77%,Increase,0.837988789,3,0.058594652,1.02040814,2,0.325269133,SE, SC
FFS Data - Southeastern Piedmont,Forest,Thinning,,,1,,,community composition,Plant,shannon diversity,,,2.16%,Increase,1.102941141,3,0.120968312,1.12676058,4,0.215154976,SE, SC
FFS Data - Southeastern Piedmont,Forest,Thinning,,,3,,,community composition,Plant,shannon diversity,,,19.05%,Increase,0.857142886,3,0.14502874,1.02040814,2,0.325269133,SE, SC
FFS Data - Southeastern Piedmont,Forest,Thinning,,,5,,,community composition,Plant,shannon diversity,,,26.46%,Increase,0.815217376,3,0.230289668,1.0309278,2,0.127279222,SE, SC
FFS Data - Florida Coastal Plain,Forest,Prescribed Burn,,,1,,,community composition,Plant,shannon diversity,,,13.22%,Increase,0.516528928,5,0.536497891,0.58479531,2,0.282842726,SE,FL
FFS Data - Florida Coastal Plain,Forest,Prescribed Burn,,,2,,,community composition,Plant,shannon diversity,,,46.53%,Increase,0.454959063,5,0.209451661,0.66666667,1,,SE,FL
FFS Data - Florida Coastal Plain,Forest,Prescribed Burn,,,3,,,community composition,Plant,shannon diversity,,,30.06%,Increase,0.471698139,4,0.141656861,0.61349693,1,,SE,FL
FFS Data - Florida Coastal Plain,Forest,Prescribed Burn,,,4,,,community composition,Plant,shannon diversity,,,3.06%,Increase,0.423728832,1,,0.43668123,1,,SE,FL
FFS Data - Gulf Coastal Plain,Forest,Prescribed Burn,,,1,,,community composition,Plant,shannon diversity,,,12.04%,Increase,0.488599359,3,0.319426566,0.54744524,3,0.191398367,SE, AL
FFS Data - Gulf Coastal Plain,Forest,Prescribed Burn,,,2,,,community composition,Plant,shannon diversity,,,14.99%,Increase,0.49504951,3,0.177763894,0.56925996,3,0.146401271,SE, AL
FFS Data - Gulf Coastal Plain,Forest,Thinning,,,1,,,community composition,Plant,shannon diversity,,,-3.83%,Decrease,0.569259964,3,0.416333199,0.54744524,3,0.191398367,SE, AL
FFS Data - Gulf Coastal Plain,Forest,Thinning,,,2,,,community composition,Plant,shannon diversity,,,2.09%,Increase,0.557620831,3,0.43821609,0.56925996,3,0.146401271,SE, AL
FFS Data - Southern Appalachian Mts.,Forest,Prescribed Burn,,,1,,,community composition,Plant,shannon diversity,,,28.96%,Increase,0.898203584,3,0.028867513,1.15830114,3,0.150443792,SE, NC
FFS Data - Southern Appalachian Mts.,Forest,Prescribed Burn,,,3,,,community composition,Plant,shannon diversity,,,23.19%,Increase,0.882352948,3,0.090737715,1.0869565,3,0.200748593,SE, NC
FFS Data - Southern Appalachian Mts.,Forest,Thinning,,,1,,,community composition,Plant,shannon diversity,,,-9.27%,Decrease,1.2765957,3,0.090184994,1.15830114,3,0.150443792,SE, NC
FFS Data - Southern Appalachian Mts.,Forest,Thinning,,,3,,,community composition,Plant,shannon diversity,,,-6.16%,Decrease,1.158301144,3,0.064291008,1.0869565,3,0.200748593,SE, NC
FFS Data - Northern Rocky Mountains,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,all species,-23.46%,Decrease,7.396666527,3,1.640010118,9.66333294,3,0.312143117,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Prescribed Burn,,,2,,,community composition,Plant,species richness,,all species,-4.90%,Decrease,9.836667061,3,1.992544413,10.3433332,3,0.314695626,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Prescribed Burn,,,3,,,community composition,Plant,species richness,,all species,-2.01%,Decrease,10.5466671,3,2.399715185,10.7633333,3,0.605750203,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Thinning,,,1,,,community composition,Plant,species richness,,all species,7.69%,Increase,10.40666676,3,0.996209502,9.66333294,3,0.312143117,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Thinning,,,2,,,community composition,Plant,species richness,,all species,10.15%,Increase,11.39333344,3,0.960329831,10.3433332,3,0.314695626,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Thinning,,,3,,,community composition,Plant,species richness,,all species,13.32%,Increase,12.19666672,3,1.141680002,10.7633333,3,0.605750203,MW, MT
FFS Data - Southern Cascades,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,all species,#DIV/0!,#DIV/0!,1.466666698,3,0.603517473,,,,PNW, CA
FFS Data - Southern Cascades,Forest,Prescribed Burn,,,2,,,community composition,Plant,species richness,,all species,37.80%,Increase,2.296666622,3,1.297934294,1.66666663,3,0.502427459,PNW, CA
FFS Data - Southern Cascades,Forest,Thinning,,,2,,,community composition,Plant,species richness,,all species,32.60%,Increase,2.210000038,3,0.865390062,1.66666663,3,0.502427459,PNW, CA
FFS Data - Southern Sierra Nevada,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,all species,-14.21%,Decrease,2.676666737,3,0.417891532,3.11999989,3,0.536935747,PNW, CA
FFS Data - Southern Sierra Nevada,Forest,Prescribed Burn,,,2,,,community composition,Plant,species richness,,all species,-26.13%,Decrease,1.686666608,3,1.034520864,2.2833333,3,0.365285277,PNW, CA
FFS Data - Southern Sierra Nevada,Forest,Prescribed Burn,,,3,,,community composition,Plant,species richness,,all species,15.47%,Increase,3.160000086,6,0.84829241,2.73666668,3,0.529181778,PNW, CA
FFS Data - Southwestern Plateau,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,all species,27.22%,Increase,4.783333302,3,2.300115824,3.75999999,3,1.341007113,SW, AZ
FFS Data - Southwestern Plateau,Forest,Thinning,,,1,,,community composition,Plant,species richness,,all species,35.82%,Increase,5.106666565,3,1.168346405,3.75999999,3,1.341007113,SW, AZ
FFS Data - Southern Rocky Mountains,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,all species,-38.62%,Decrease,1.779999971,1,,2.9000001,1,,SW, NM
FFS Data - Southern Rocky Mountains,Forest,Thinning,,,1,,,community composition,Plant,species richness,,all species,-16.55%,Decrease,2.420000076,1,,2.9000001,1,,SW, NM
FFS Data - Central Appalachian Plateau,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,all species,32.67%,Increase,9.936666489,3,1.2680825,7.48999977,3,0.67357254,MW,OH
FFS Data - Central Appalachian Plateau,Forest,Thinning,,,1,,,community composition,Plant,species richness,,all species,1.47%,Increase,7.599999905,3,1.141183615,7.48999977,3,0.67357254,MW,OH
FFS Data - Southeastern Piedmont,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,all species,21.61%,Increase,5.116666794,6,1.328467846,4.20749998,4,1.010424852,SE, SC
FFS Data - Southeastern Piedmont,Forest,Prescribed Burn,,,3,,,community composition,Plant,species richness,,all species,52.13%,Increase,7.013333321,3,0.57178086,4.61000013,2,1.555634975,SE, SC
FFS Data - Southeastern Piedmont,Forest,Thinning,,,1,,,community composition,Plant,species richness,,all species,-8.50%,Decrease,3.849999905,3,0.216564074,4.20749998,4,1.010424852,SE, SC
FFS Data - Southeastern Piedmont,Forest,Thinning,,,3,,,community composition,Plant,species richness,,all species,29.79%,Increase,5.983333111,3,1.188668728,4.61000013,2,1.555634975,SE, SC
FFS Data - Southeastern Piedmont,Forest,Thinning,,,5,,,community composition,Plant,species richness,,all species,41.88%,Increase,6.696666718,3,1.228386521,4.71999979,2,0.424264073,SE, SC
FFS Data - Florida Coastal Plain,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,all species,-7.96%,Decrease,7.050000191,5,3.444292307,7.65999985,2,2.503158092,SE,FL
FFS Data - Florida Coastal Plain,Forest,Prescribed Burn,,,2,,,community composition,Plant,species richness,,all species,64.52%,Increase,9.097999573,5,1.975644231,5.53000021,1,,SE,FL
FFS Data - Florida Coastal Plain,Forest,Prescribed Burn,,,3,,,community composition,Plant,species richness,,all species,37.80%,Increase,8.475000381,4,0.984631896,6.1500001,1,,SE,FL
FFS Data - Florida Coastal Plain,Forest,Prescribed Burn,,,4,,,community composition,Plant,species richness,,all species,-5.95%,Decrease,9.170000076,1,,9.75,1,,SE,FL
FFS Data - Gulf Coastal Plain,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,all species,10.13%,Increase,8.079999924,3,2.624099731,7.33666658,3,1.052346587,SE, AL
FFS Data - Gulf Coastal Plain,Forest,Prescribed Burn,,,2,,,community composition,Plant,species richness,,all species,32.80%,Increase,8.233333588,3,2.073676348,6.19999981,3,0.811849713,SE, AL
FFS Data - Gulf Coastal Plain,Forest,Thinning,,,1,,,community composition,Plant,species richness,,all species,-15.04%,Decrease,6.233333111,3,1.822699428,7.33666658,3,1.052346587,SE, AL
FFS Data - Gulf Coastal Plain,Forest,Thinning,,,2,,,community composition,Plant,species richness,,all species,10.43%,Increase,6.846666813,3,2.487917423,6.19999981,3,0.811849713,SE, AL
FFS Data - Southern Appalachian Mts.,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,all species,22.36%,Increase,5.179999828,3,0.381575674,4.23333311,3,0.710657001,SE, NC
FFS Data - Southern Appalachian Mts.,Forest,Prescribed Burn,,,3,,,community composition,Plant,species richness,,all species,23.40%,Increase,5.836666584,3,0.699738026,4.73000002,3,1.07373178,SE, NC
FFS Data - Southern Appalachian Mts.,Forest,Thinning,,,1,,,community composition,Plant,species richness,,all species,-15.20%,Decrease,3.589999914,3,0.35028559,4.23333311,3,0.710657001,SE, NC
FFS Data - Southern Appalachian Mts.,Forest,Thinning,,,3,,,community composition,Plant,species richness,,all species,-7.05%,Decrease,4.396666527,3,0.465223968,4.73000002,3,1.07373178,SE, NC
FFS Data - Northeastern Cascades,Forest,Prescribed Burn,,,2,,,community composition,Plant,species richness,,herb species,-0.38%,Decrease,6.519999981,2,0.480832815,6.54500008,4,0.955981076,PNW,WA
FFS Data - Northeastern Cascades,Forest,Thinning,,,2,,,community composition,Plant,species richness,,herb species,-2.86%,Decrease,6.357500076,4,0.405904472,6.54500008,4,0.955981076,PNW,WA
FFS Data - Northern Rocky Mountains,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,herb species,-21.98%,Decrease,5.346666813,3,1.651857495,6.85333347,3,0.537246168,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Prescribed Burn,,,2,,,community composition,Plant,species richness,,herb species,-1.15%,Decrease,7.420000076,3,2.117096901,7.50666666,3,0.563589633,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Prescribed Burn,,,3,,,community composition,Plant,species richness,,herb species,3.18%,Increase,8.223333359,3,2.318648815,7.96999979,3,0.850352764,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Thinning,,,1,,,community composition,Plant,species richness,,herb species,4.43%,Increase,7.156666756,3,0.385529965,6.85333347,3,0.537246168,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Thinning,,,2,,,community composition,Plant,species richness,,herb species,7.42%,Increase,8.063333511,3,0.505602121,7.50666666,3,0.563589633,MW, MT
FFS Data - Northern Rocky Mountains,Forest,Thinning,,,3,,,community composition,Plant,species richness,,herb species,11.08%,Increase,8.853333473,3,0.612563372,7.96999979,3,0.850352764,MW, MT
FFS Data - Southern Cascades,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,herb species,#DIV/0!,#DIV/0!,1.236666679,3,0.508461714,,,,PNW, CA
FFS Data - Southern Cascades,Forest,Prescribed Burn,,,2,,,community composition,Plant,species richness,,herb species,33.97%,Increase,1.866666675,3,0.965004325,1.39333332,3,0.397156537,PNW, CA
FFS Data - Southern Cascades,Forest,Thinning,,,2,,,community composition,Plant,species richness,,herb species,26.32%,Increase,1.75999999,3,0.630951583,1.39333332,3,0.397156537,PNW, CA
FFS Data - Southern Sierra Nevada,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,herb species,-41.49%,Decrease,1.203333378,3,0.656835854,2.05666661,3,0.398036808,PNW, CA
FFS Data - Southern Sierra Nevada,Forest,Prescribed Burn,,,2,,,community composition,Plant,species richness,,herb species,-32.08%,Decrease,1.200000048,3,0.707036078,1.76666665,3,0.293655097,PNW, CA
FFS Data - Southern Sierra Nevada,Forest,Prescribed Burn,,,3,,,community composition,Plant,species richness,,herb species,-8.45%,Decrease,1.788333297,6,0.796301901,1.95333326,3,0.394250333,PNW, CA
FFS Data - Southwestern Plateau,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,herb species,27.21%,Increase,4.753333569,3,2.310353518,3.73666644,3,1.352121711,SW, AZ
FFS Data - Southwestern Plateau,Forest,Thinning,,,1,,,community composition,Plant,species richness,,herb species,34.97%,Increase,5.043333054,3,1.149101138,3.73666644,3,1.352121711,SW, AZ
FFS Data - Southern Rocky Mountains,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,herb species,-42.38%,Decrease,1.210000038,1,,2.09999991,1,,SW, NM
FFS Data - Southern Rocky Mountains,Forest,Thinning,,,1,,,community composition,Plant,species richness,,herb species,-1.90%,Decrease,2.059999943,1,,2.09999991,1,,SW, NM
FFS Data - Central Appalachian Plateau,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,herb species,41.72%,Increase,4.28000021,3,1.286429048,3.01999998,3,0.476235181,MW,OH
FFS Data - Central Appalachian Plateau,Forest,Thinning,,,1,,,community composition,Plant,species richness,,herb species,-2.54%,Decrease,2.943333387,3,0.600527585,3.01999998,3,0.476235181,MW,OH
FFS Data - Southeastern Piedmont,Forest,Prescribed Burn,,,1,,,community composition,Plant,species richness,,herb species,31.19%,Increase,2.545000076,6,0.848074257,1.93999994,4,0.516720414,SE, SC
FFS Data - Southeastern Piedmont,Forest,Prescribed Burn,,,3,,,community composition,Plant,species richness,,herb species,122.64%,Increase,3.539999962,3,0.76216805,1.59000003,2,0.155563518,SE, SC
FFS Data - Southeastern Piedmont,Forest,Thinning,,,1,,,community composition,Plant,species richness,,herb species,3.44%,Increase,2.00666666,3,0.282901585,1.93999994,4,0.516720414,SE, SC
FFS Data - Southeastern Piedmont,Forest,Thinning,,,3,,,community composition,Plant,species richness,,herb species,68.55%,Increase,2.680000067,3,0.935788453,1.59000003,2,0.155563518,SE, SC
FFS Data - Southeastern Piedmont,Forest,Thinning,,,5,,,community composition,Plant,species richness,,herb species,65.98%,Increase,2.829999924,3,0.699070752,1.70499992,2,0.148492366,SE, SC
